Full Text Tweet;Datum und Uhrzeit
We’ve got the plan to get Brexit done and invest in our NHS, schools and police. ////We will get Parliament working again on the issues that matter to you.;04-Dec-2019 (14:29:00.000000)
This week I visited the Port of Southampton, where they are looking forward to getting Brexit done. https://t.co/rZLvi9s7KK;04-Dec-2019 (13:30:00.000000)
We must respect the result of the EU Referendum. #GetBrexitDone https://t.co/IPqgMZvyVV;04-Dec-2019 (12:30:00.000000)
It’s time for our country to move forward. https://t.co/VRa3HBSAdB;04-Dec-2019 (12:29:00.000000)
Together we can get Brexit done. //Vote Conservative on December 12th.;04-Dec-2019 (11:05:00.000000)
Back me to get Brexit done. ////Vote Conservative on December 12th. https://t.co/7FY3AS80OZ;04-Dec-2019 (10:30:00.000000)
We are a great country and we can be greater still. ////Together we can get Brexit done. https://t.co/tlvUwDx05n;04-Dec-2019 (09:30:00.000000)
Let's get Brexit done. https://t.co/JlNqw6yjGQ;04-Dec-2019 (08:15:00.000000)
Folks, we’re having this election because Parliament simply wasn’t working - it was stuck in endless dither and delay. ////The only way we can move forward now is to get Brexit done with a majority Conservative government.;04-Dec-2019 (07:37:00.000000)
We have 9 days to get Brexit done and unleash the potential of the whole UK!;03-Dec-2019 (19:57:00.000000)
This morning I visited Entrain Space Wilton, a hub for veterans. ////We’ve introduced a new Office for Veterans Affairs to provide lifelong support to military personnel. https://t.co/FY3tnTMgUA;03-Dec-2019 (19:30:00.000000)
I love this time of year. ////All we want for Christmas is to get Brexit done! https://t.co/7NxYwwdYkF;03-Dec-2019 (18:28:00.000000)
Thank you so much for all your support so far. 9 days to go - we can do this! https://t.co/CN6t8k5Tou;03-Dec-2019 (15:20:00.000000)
9 days to go. ////9 seats to a majority.////Let’s get it done. https://t.co/QR7rIPqTMi;03-Dec-2019 (14:16:00.000000)
The only way for us to move forward now is to get Brexit done. https://t.co/9hsJWinuDq;03-Dec-2019 (12:15:00.000000)
Let’s do this, together. https://t.co/jMCRnLGUZX;03-Dec-2019 (10:30:00.000000)
When we get Brexit done, we can end free movement, strengthen our border security and invest in our NHS, schools and police.////https://t.co/RZK2VlYc99;03-Dec-2019 (07:52:00.000000)
We will respect the result of the referendum and get Brexit done. https://t.co/tDSpWMW4Dp;03-Dec-2019 (07:30:08.000000)
We’ll get there folks. Vote Conservative on December 12th and we will get Brexit done. https://t.co/FexNZNdp50;03-Dec-2019 (07:28:00.000000)
Let’s get Brexit done and get to work on the things that matter to you.;03-Dec-2019 (07:23:00.000000)
We can’t afford another chaotic hung parliament – with Jeremy Corbyn in charge of nothing except more arguments. So let’s get Brexit done. Let’s get on with the country’s priorities and unleash the potential of the whole of the UK.;02-Dec-2019 (22:30:00.000000)
We’ve got 10 days to go. ////Let’s get Brexit done 🇬🇧 https://t.co/yYUF35hw9h;02-Dec-2019 (21:14:39.000000)
This is an awful, racist attack and should be condemned by all. My heart goes out to this Rabbi and the whole Jewish community. We stand with you against all forms of antisemitism. ////https://t.co/fjT5GhkTKX;02-Dec-2019 (16:53:27.000000)
Today I, alongside other leaders, attended a service at Guildhall to remember those who tragically lost their lives in the attack on Friday. https://t.co/tBBnhyEsyl;02-Dec-2019 (15:03:33.000000)
Parliament has blocked and delayed Brexit for years. ////Now we have a chance to break the deadlock and get this thing done. Vote Conservative on December 12th. https://t.co/EAXsjNeMXf;02-Dec-2019 (14:03:00.000000)
We’re having this election because Parliament couldn’t get anything done. A majority Conservative government will get Brexit done and take back control of our borders, so that dangerous criminals can no longer exploit free movement. https://t.co/cYW10VCVl6;02-Dec-2019 (13:18:00.000000)
We have 10 days to get this done. ////Back me to get Brexit done by voting Conservative on December 12th. https://t.co/RsN0w3IQ56;02-Dec-2019 (12:17:00.000000)
We’re having this election because Parliament could not get anything done. It was paralysed. ////It’s time for us to take decisive action and to get Brexit done, so that we can get Parliament working again on the issues that matter to you.;02-Dec-2019 (11:30:00.000000)
We must respect the result of the EU Referendum. ////Back me to get Brexit done by voting Conservative on December 12th. https://t.co/lbc0Eeis1c;02-Dec-2019 (10:05:00.000000)
We’ve got the plan to get Brexit done and unleash Britain’s potential. https://t.co/icGibZ7Bpq;02-Dec-2019 (09:45:00.000000)
Let’s get Brexit done, take back control of our borders and implement an Australian style, points-based immigration system. https://t.co/WIKraxIN8C;02-Dec-2019 (09:05:01.000000)
When we leave the EU we can take back control of our borders. https://t.co/iJD9TzV9W3;02-Dec-2019 (07:30:00.000000)
It’s time for our country to move forward. https://t.co/L92RwuejfW;01-Dec-2019 (17:36:17.000000)
We will end the automatic early release system for serious and violent offenders so they serve their full term in prison. https://t.co/FjCYXmQQUQ;01-Dec-2019 (13:08:55.000000)
"Those changes meant that although four senior judges considered that Khan was dangerous, he was to be automatically released half-way through because of Labour’s 2008 law. That is why we are determined to change this &amp; ensure dangerous terrorists serve their full sentence (16/16)";01-Dec-2019 (09:43:12.000000)
Nowhere in the judgment did Lord Justice Leveson suggest that Khan’s release would have been subject to the Parole Board approval. Indeed, Lord Justice Leveson did not have the power to require that because of how Labour changed the law in 2008 (15/16);01-Dec-2019 (09:43:12.000000)
A number of people have pointed out that the judgment of the Court of Appeal makes a reference to the Parole Board. If you look at the whole quote it’s clear Lord Justice Leveson is not even talking about Khan (14/16) https://t.co/rDakd687Ch;01-Dec-2019 (09:43:12.000000)
Unfortunately, Khan could not be sentenced under the EDS scheme because it was not yet in force in December 2010 when he committed the offence. Had Labour not changed the law in 2008 Khan would not have been automatically released in December 2018 (13/16);01-Dec-2019 (09:43:10.000000)
If Khan had been sentenced under the new EDS scheme there would have been no automatic early release and he would only have been able to ask for Parole Board consideration at 2/3rds of his sentence. Under this system, he could not have been released before Mid 2021. (12/16);01-Dec-2019 (09:43:10.000000)
Had the 2008 changes to the law not been made he would not have been eligible for automatic early release, instead the Parole Board would have had to decide whether he was safe to be released (11/16);01-Dec-2019 (09:43:09.000000)
Khan was sentenced under Labour’s old regime. Therefore, he was to be automatically released after serving only half of his sentence (i.e. 8 years). Given time on remand, this meant he was released in December 2018 (10/16);01-Dec-2019 (09:43:09.000000)
However, since the judges still considered him to be dangerous he got an EPP. The Court of Appeal could not have given him an EDS because these were not in force when he committed the offence in December 2010 (9/16).;01-Dec-2019 (09:43:09.000000)
This means Khan would be detained indefinitely after he has served the minimum term unless the Parole Board considered him safe. Khan appealed. The Court of Appeal agreed that he was dangerous but felt that his crime was not serious enough to warrant an IPP (8/16);01-Dec-2019 (09:43:09.000000)
Khan was sentenced by the Crown Court on 9th February 2012. He was considered dangerous by the Judge and so the two possible options available at the time were IPP or Post 2008 EPP. The judge opted for IPP with a minimum term of 8 years (7/16);01-Dec-2019 (09:43:08.000000)
The Prison Reform Trust has a helpful summary of how the EPP scheme changed in 2008 https://t.co/mMrhnm60y2 (6/16) https://t.co/DC2Vdws6sy;01-Dec-2019 (09:43:08.000000)
In 2008 Labour introduced the Criminal Justice and Immigration Act 2008. This removed the requirement of Parole Board approval. This meant that, for EPPs after 2008, release would be automatic at the halfway point - no matter how dangerous the criminal (5/16) https://t.co/mHrMVrrXMZ;01-Dec-2019 (09:43:06.000000)
An EPP has two elements: a custodial part and an extended licence period. When EPPs were brought in by the Criminal Justice Act 2003, there was no automatic early release during the custodial part - see s. 247(2)(b) of the original act (4/16) https://t.co/ZEFCr9c6nl;01-Dec-2019 (09:43:05.000000)
All those regimes have in common is the fact that they apply if the Judge considers the offender to be dangerous (3/16);01-Dec-2019 (09:43:03.000000)
"There are 4 distinct sentencing legal regimes that have been confused in this case: Indefinite Sentences for Public Protection (IPP); Pre-08 Extended Sentences for Public Protection (DPP); Post-08 EPPs &amp; Extended Determinate Sentences (EDS) which came into force in Dec 12 (2/16)";01-Dec-2019 (09:43:03.000000)
The terrible Khan case has highlighted a complicated area of law. There have been many inaccuracies reported about this case over the last 24 hours. Here are the details (1/16);01-Dec-2019 (09:43:03.000000)
We will keep violent offenders and terrorists in jail longer and end the automatic early release system. ////https://t.co/WX7lPB72zc;01-Dec-2019 (08:50:14.000000)
I want to pay tribute again to the sheer bravery of those members of the public who went to deal with the attacker spontaneously, putting their own lives at risk. https://t.co/PTm0tLIeAP;30-Nov-2019 (17:39:07.000000)
Happy #StAndrewsDay to all Scots across Scotland, the UK and the world today. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/f3OO9CvR5F;30-Nov-2019 (15:41:30.000000)
Today I visited London Bridge to thank police officers and first responders following yesterday's tragic attack. https://t.co/2AkAk8191t;30-Nov-2019 (14:11:05.000000)
Happy #StAndrewsDay to all Scots across Scotland, the UK and the world today. 🏴󠁧󠁢󠁳󠁣󠁴󠁿////I'm proud to be the Prime Minister of the entire United Kingdom, including Scotland.;30-Nov-2019 (10:35:31.000000)
Tonight our sympathies are with the families of those who lost their lives. Thank you to the emergency services and members of the public who bravely acted to protect others. https://t.co/zGmlWwbpWt;29-Nov-2019 (22:26:58.000000)
https://t.co/Kwf1mSp3BV;29-Nov-2019 (18:18:08.000000)
I want to thank the emergency services and members of the public for their immense bravery in responding to this suspected terrorist attack at London Bridge.// //This is an appalling incident and all my thoughts are with the victims and their families.;29-Nov-2019 (16:35:40.000000)
It’s time to unleash Britain’s potential. https://t.co/j3bo7PoS26;29-Nov-2019 (13:12:00.000000)
Together we can get Brexit done! ////Vote Conservative on December 12th. https://t.co/hfkDFtTE3S;29-Nov-2019 (11:08:00.000000)
Together we’re going to get this done. https://t.co/3YS7dzvsUn;29-Nov-2019 (10:46:47.000000)
Britain is home to many of the brightest scientists in the world - we will continue to welcome them to the UK and invest in vital research such as space exploration. https://t.co/llnOo5dhJg;29-Nov-2019 (10:03:00.000000)
Back me to get Brexit done. Vote Conservative on December 12th https://t.co/jJP5O6HjJb;29-Nov-2019 (08:00:01.000000)
We've got the plan to get Brexit done. https://t.co/p7jFTpQRCl;28-Nov-2019 (21:10:00.000000)
We can’t afford another chaotic hung parliament – with Jeremy Corbyn in charge of nothing except more arguments. ////So let’s get Brexit done. Let’s get on with the country’s priorities and unleash the potential of the whole of the UK.;28-Nov-2019 (19:05:00.000000)
It's time for our country to move on. https://t.co/41TGM9FyJL;28-Nov-2019 (18:30:23.000000)
Two weeks to get Brexit done. We can do this. https://t.co/bBkNrJtR4H;28-Nov-2019 (17:06:00.000000)
Back me to get Brexit done - vote Conservative on December 12th!;28-Nov-2019 (16:11:00.000000)
We want you to keep more of your hard earned money. https://t.co/1LVCcMZzB2;28-Nov-2019 (15:45:00.000000)
Our NHS will never be on the table for any trade negotiations. We’re investing more than ever before - and when we leave the EU, we will introduce an Australian style, points-based immigration system so the NHS can plan for the future. https://t.co/6mJfaLoFyu;28-Nov-2019 (13:04:00.000000)
The British people deserve a Parliament that gets Brexit done, so we can move forward and focus on priorities like the NHS, schools and police.;28-Nov-2019 (11:15:00.000000)
The referendum result must be respected 🇬🇧 https://t.co/XfpJ2UaJ0o;28-Nov-2019 (10:41:00.000000)
Not long to go. Let's get it done, folks. https://t.co/TDu95dHJFI;28-Nov-2019 (09:41:28.000000)
We’re going to keep taxes low, raise the national living wage and cut business rates for pubs, shops and cinemas. https://t.co/N7lw6pdqUn;28-Nov-2019 (09:01:00.000000)
We’ll get there folks. https://t.co/ywgraiOwaC;27-Nov-2019 (18:10:00.000000)
When we leave the EU we can take back control of our borders. https://t.co/3z3HrmNFcQ;27-Nov-2019 (17:21:07.000000)
The only way we can move on as a country is if we respect the result of the referendum result and get Brexit done. https://t.co/GkmpuTYHk9;27-Nov-2019 (12:08:00.000000)
If you work hard to provide for your family and pay your taxes, you should be able to keep a bit more of what you earn.// //A Conservative government will keep your taxes low - not take more away.////https://t.co/bs3d17yGT5;27-Nov-2019 (11:28:15.000000)
Yesterday I met some brilliant students at the International Aviation Academy. They taught me a thing or two! https://t.co/dEfn9GfExC;27-Nov-2019 (11:27:56.000000)
The Conservatives stand firmly behind the businesses and entrepreneurs who make our country great. https://t.co/jit94LB0Vi;27-Nov-2019 (11:11:00.000000)
The only way we can move on as a country is if we respect the result of the referendum result and get Brexit done. https://t.co/aCLQFlY0bN;27-Nov-2019 (10:53:19.000000)
When people get up at the crack of dawn to prepare their family business, when people take out a mortgage to fund a new venture or risk everything on a new product or try to find a new market - we don’t sneer at them. We cheer for them and ask how we can help.;27-Nov-2019 (10:03:00.000000)
Our NHS will not be on the table for any trade negotiations. ////We’re protecting and strengthening our NHS with more investment and an Australian style, points-based immigration system. https://t.co/E9zu62zjfr;27-Nov-2019 (09:13:00.000000)
I want us to get Brexit done so that we can get on with making this the best country in the world to live. ////The greatest place to start a business, to have a family, to get an education - to have a life.;26-Nov-2019 (17:31:39.000000)
Let us seize the opportunity now to get Brexit done and move this country forward. https://t.co/4D1wwQd2cf;26-Nov-2019 (16:03:00.000000)
An early Christmas present to the country will be to bring the Brexit bill back before the festive break, and get it done! https://t.co/iMajwvuedb;26-Nov-2019 (15:11:00.000000)
Thank you to everyone who stopped to talk at the Royal Welsh Winter Fair. We’ve got the optimism, energy and drive to get Brexit done and seize the opportunities ahead for our farmers. https://t.co/o7sUrutRUt;26-Nov-2019 (13:45:00.000000)
🇬🇧 https://t.co/OZEc3DcYpE;26-Nov-2019 (12:57:59.000000)
Thank you so much for all your support so far. 16 days to go! https://t.co/qgo0fOYyrI;26-Nov-2019 (12:06:00.000000)
We’re on your side. We’ll get Parliament working again for you, invest in our NHS and schools, make the streets safer, and keep your taxes low. https://t.co/UkwgzIxYYn;26-Nov-2019 (11:08:00.000000)
It’s time for us to get Brexit done so we can get on with the priorities of the British people. https://t.co/L6ssbwnnIW;26-Nov-2019 (10:09:00.000000)
The only way to move this country forward is with a majority Conservative government. ////We will pass the Brexit deal and get Parliament working for you again. https://t.co/0wMEtPvBtG;26-Nov-2019 (09:10:00.000000)
We will deliver: ////✅ Extra funding for the NHS////✅ 50,000 more nurses////✅ 50 million more GP surgery appointments a year https://t.co/5jW7WbKjZI;26-Nov-2019 (08:15:00.000000)
Imagine the relief the whole nation will feel if we get Brexit done. Uncertainty ended, investment unlocked, a nation moving forward once again. This is only possible with the Conservatives.;25-Nov-2019 (22:07:00.000000)
Let's unleash Britain's potential and make this the greatest country in the world to live. ////https://t.co/RhpM0SRL7o;25-Nov-2019 (21:08:00.000000)
It’s time to unleash Britain’s potential https://t.co/KsVMEDTWyF;25-Nov-2019 (17:30:00.000000)
We’re providing financial security for those in retirement. https://t.co/zdFRVHAfQ0;25-Nov-2019 (15:06:00.000000)
Had a great time at the Royal Welsh Winter show today. We're going to look after farmers across the country as we embrace the opportunities of Brexit. https://t.co/Nl62RiibfY;25-Nov-2019 (14:09:09.000000)
In Wales for the Royal Welsh Winter Fair, meeting farmers who want to get Brexit done👍 https://t.co/1p3QeG805k;25-Nov-2019 (13:36:04.000000)
Let’s get Brexit done and focus on the issues that matter to you and your family - making your streets safer, investing in our NHS, and helping you with the cost of living. https://t.co/30FyVZldcA;25-Nov-2019 (13:11:00.000000)
We will get the job done. ////https://t.co/DxR97HnU7n;25-Nov-2019 (12:15:00.000000)
A majority Conservative government will cut taxes for you and your family. https://t.co/8DCFyo5ZpP;25-Nov-2019 (11:07:00.000000)
We need a fair and controlled Australian style points-based immigration system. https://t.co/9KIQ3exRiy;25-Nov-2019 (10:06:00.000000)
My pledge to you. https://t.co/x8jbLb3ymo;25-Nov-2019 (09:06:00.000000)
Let's get those potholes fixed. #conservativemanifesto https://t.co/vTrxujOlHe;24-Nov-2019 (21:05:00.000000)
We have the plan to get Brexit done and invest in our fantastic public services. #ConservativeManifesto https://t.co/3UmPs8ZidL;24-Nov-2019 (20:10:00.000000)
We will deliver 50,000 more nurses, and provide nursing students with an annual grant of £5,000-£8,000.////#ConservativeManifesto https://t.co/RbR9tQcedr;24-Nov-2019 (19:07:00.000000)
Thank you Nicola for the note you passed me on the train today. https://t.co/dlLDBJtG3n;24-Nov-2019 (18:12:44.000000)
Our pledge to you - we will get Brexit done, invest in our NHS and schools, protect our environment and help you and your family with the cost of living #ConservativeManifesto https://t.co/YTxm6EYN3j;24-Nov-2019 (17:34:00.000000)
The referendum result must be respected 🇬🇧 #ConservativeManifesto https://t.co/FrOwpBbael;24-Nov-2019 (16:17:14.000000)
This #ConservativeManifesto focuses on the people's priorities. #VoteConservative to get Brexit done, invest in our NHS, put more police on our streets, and properly fund schools. Share now: https://t.co/UG2F9fGHUj;24-Nov-2019 (15:57:43.000000)
We live in a great country. ////We are going to get this thing done, move the country forward, and get to work on making this a better place to live for you and your family. #ConservativeManifesto https://t.co/MXTc7jnEN0;24-Nov-2019 (15:08:19.000000)
This is what we’re pledging to do for YOU #ConservativeManifesto https://t.co/tzXL2v2TLs;24-Nov-2019 (14:54:06.000000)
Today we are announcing that we will deliver 50,000 more nurses for our NHS and will provide student nurses with an annual maintenance grant. #ConservativeManifesto https://t.co/RmPnv60McC;24-Nov-2019 (14:06:01.000000)
🔴 MANIFESTO LAUNCH LIVE: Our plan to get Brexit done and unleash Britain’s potential https://t.co/4twjIuGcIh;24-Nov-2019 (13:56:14.000000)
Just arrived in Telford to launch our #ConservativeManifesto - we will get Brexit done and get Parliament working again for you. https://t.co/FyIBGzO5Y2;24-Nov-2019 (13:44:39.000000)
We’re keeping the pensions triple lock, winter fuel payment and older person’s bus pass, to help retirees with the cost of living. #ConservativeManifesto https://t.co/tSeVJSqAy3;24-Nov-2019 (13:08:25.000000)
I'm excited to share with you all our positive vision for the country 🇬🇧 #ConservativeManifesto https://t.co/wsudntCXhf;24-Nov-2019 (11:10:48.000000)
It's the right thing to do.////https://t.co/oclurjPBCP;24-Nov-2019 (09:16:41.000000)
It’s time to turn the page from the dither, delay and division of recent years, and start a new chapter in the incredible history of this country, the greatest place on earth.;24-Nov-2019 (08:26:00.000000)
I believe that talent and genius is distributed equally, but opportunity is not. That’s why we’re levelling up education funding with more money for every pupil in the country. https://t.co/Xh6F7id49Q;23-Nov-2019 (20:40:00.000000)
Wonderful to meet so many today in Ruislip - thank you to those who stopped to say hello. I hope you’ll be voting Conservative on December 12th. https://t.co/MuVPo1rPcB;23-Nov-2019 (19:05:00.000000)
The referendum result must be respected. https://t.co/xlDsmESO9r;23-Nov-2019 (15:10:00.000000)
The only way we can move this country forward, and get Parliament working for you again, is with a majority Conservative parliament. ////A vote for any other party risks another hung parliament. https://t.co/iUPjM8Efnf;23-Nov-2019 (13:45:00.000000)
Our NHS will never be for sale.////We have a clear plan to #GetBrexitDone, move this country forward, and invest in our fantastic public services. https://t.co/vuSZKItDtT;23-Nov-2019 (12:20:00.000000)
Out campaigning with dad. #VoteConservative https://t.co/EWO5SZ1hii;23-Nov-2019 (11:09:10.000000)
We will get Parliament working for you again by getting Brexit done, investing in our NHS, schools and police, and cutting taxes for you and your family. https://t.co/Awfiocu2Iy;23-Nov-2019 (10:03:00.000000)
I’m looking forward to sharing our manifesto with you tomorrow. ////We have developed a clear plan that respects the referendum, gets it done, and allows us to move on and focus on delivering real benefits for you and your family. https://t.co/offm7dRyBw;23-Nov-2019 (09:42:39.000000)
We will get Brexit done, invest in our NHS, schools and police, and cut taxes for you and your family. https://t.co/h7SwMlXIpq;23-Nov-2019 (08:07:00.000000)
I want to tackle poverty and give every kid in the country the opportunities to make the most of their talents. https://t.co/bqYPGhnDHO;22-Nov-2019 (21:35:56.000000)
Thank you so much for all your questions tonight. We will get Brexit done, invest in our NHS, schools and police, and cut taxes for you and your family. Let's unleash Britain's potential. 🇬🇧 #bbcqt;22-Nov-2019 (21:02:11.000000)
We must protect and defend our precious union, and move this country forward as a whole United Kingdom #GetBrexitDone #BBCQT https://t.co/KNzcexlZUk;22-Nov-2019 (19:49:39.000000)
Next year could be a great year. We could #GetBrexitDone in January, build new hospitals, invest in our schools, recruit more police officers. OR we could spend the whole year having two more referendums, further dividing our country. #BBCQT;22-Nov-2019 (19:45:49.000000)
Only a majority Conservative government can move this country forward and get Brexit done. #BBCQT https://t.co/auIQpbJnbS;22-Nov-2019 (19:36:31.000000)
Let’s make 2020 the year of investment and growth, not the year of two more referendums. #BBCQT;22-Nov-2019 (19:31:55.000000)
Let’s unleash Britain’s potential. https://t.co/VGeJekgLWw;22-Nov-2019 (18:08:00.000000)
Excited to have another opportunity to share with you all my positive vision for our country. https://t.co/4QoClG7yXZ;22-Nov-2019 (17:25:34.000000)
This is my vision for Britain. https://t.co/xRzZ7nSQel;22-Nov-2019 (13:03:00.000000)
We live in an incredible country. Everywhere I go, I meet people who are enthusiastic and passionate about this country’s future and what we can achieve. ////Let’s get Brexit done! 🇬🇧 https://t.co/sACwjksm32;22-Nov-2019 (12:15:00.000000)
I believe that talent and genius are evenly distributed across the whole UK - but opportunity is not. That’s why we are levelling up per pupil funding for every child. We want everyone to have the best start in life. https://t.co/V0FzpDFN7m;22-Nov-2019 (11:03:00.000000)
Our NHS will not be on the table for any trade negotiations. ////We’re protecting and strengthening our NHS with more investment and an Australian style, points-based immigration system. https://t.co/h159LQqDgi;22-Nov-2019 (10:09:00.000000)
A majority Conservative government will cut taxes for you and your family. https://t.co/yq6CvlQhe0;22-Nov-2019 (09:10:00.000000)
We’re investing an additional £14 billion in education, so that your child can get the best start in life. https://t.co/jDZiHiA0ke;22-Nov-2019 (07:11:00.000000)
Let's get Brexit done!;21-Nov-2019 (22:10:00.000000)
We’re cutting taxes for you and your family. https://t.co/rQIVVT2cYL;21-Nov-2019 (21:10:00.000000)
We're cheering you on! #BackTheBrits https://t.co/PJCSyTpByh;21-Nov-2019 (20:44:19.000000)
We need to get Brexit done. https://t.co/U29WCJx9F7;21-Nov-2019 (19:03:28.000000)
We're lowering taxes so that you can keep more of what you earn.////https://t.co/oPFqtdqoYd;21-Nov-2019 (16:07:00.000000)
Let’s get Brexit done and continue with our bold plans for the environment, leading the fight against climate change and protecting our precious animals. ////https://t.co/wk7Gxlfzit;21-Nov-2019 (15:05:00.000000)
Thanks so much for all your support everyone! https://t.co/pwXNNHYJGK;21-Nov-2019 (14:27:30.000000)
✔️Getting Brexit done //✔️20,000 new police //✔️More money for our NHS //✔️More money for every pupil //✔️An Australian style, points-based immigration system;21-Nov-2019 (12:11:00.000000)
We’re cutting taxes so that you can keep more of your hard earned money. https://t.co/7YRCCNLbfa;21-Nov-2019 (11:10:00.000000)
Let’s get Brexit done, end the uncertainty and support our fantastic small and medium-sized businesses by lowering taxes. https://t.co/XZ1r7vpeyW;21-Nov-2019 (10:05:00.000000)
We can only invest in our great public services if we support the entrepreneurs, businesses and hardworking people who get up each day to build our strong economy. https://t.co/63ZvXLz5X3;21-Nov-2019 (08:29:00.000000)
Under my leadership, a majority Conservative government will get Brexit done, invest more money in our public services, get tough on crime, back our Armed Forces and strengthen our economy.;21-Nov-2019 (07:15:00.000000)
When we get Brexit done by January 31st, we will go forward as a united and confident nation that has shown our faith in the judgement of our people. https://t.co/jZ5NUz0dYt;20-Nov-2019 (22:30:00.000000)
We’re lowering your taxes so that you can keep more of what you earn. https://t.co/pvWs9LgaO8;20-Nov-2019 (22:03:00.000000)
What a day in Teesside! ////Taking questions directly from workers at Wilton Engineering Services. ////They were focused on the issues that matter to them. We need to get Brexit done and move this country forward. https://t.co/5YOAF67hRu;20-Nov-2019 (21:18:00.000000)
We’re cutting taxes for you and your family. https://t.co/GXYbDYDyjH;20-Nov-2019 (18:57:10.000000)
We’re levelling up per pupil funding, so that every child can get the best start in life. https://t.co/CssDQi7lxS;20-Nov-2019 (18:07:00.000000)
We’re cutting taxes so that you can keep more of your hard-earned money. https://t.co/LOrdCKi4hF;20-Nov-2019 (17:54:31.000000)
Today I’ve announced that under a majority Conservative government, we will cut taxes for millions of working people on low and middle incomes. ////I will cut taxes for working people https://t.co/kmLQp7ct0H;20-Nov-2019 (17:36:32.000000)
We can only invest in our great public services if we support the entrepreneurs, businesses and hardworking people who get up each day to build our strong economy. https://t.co/XFe0s8fMOX;20-Nov-2019 (17:20:00.000000)
Thank you - and I love Teesside! https://t.co/FGv9THa8nL;20-Nov-2019 (14:41:34.000000)
Some thoughts from the road https://t.co/f15P4WDh5h;20-Nov-2019 (14:10:22.000000)
We need to get Brexit done https://t.co/dm7AvCChof;20-Nov-2019 (13:46:00.000000)
Today we’re announcing that flood-hit homes and businesses will be eligible for Government grants of up to £5,000 for new resilience measures.////https://t.co/u9Oj3kmcKU;20-Nov-2019 (12:34:00.000000)
Let's get Brexit done!;20-Nov-2019 (11:15:00.000000)
All Conservative candidates standing at this election have pledged that, if elected, they will vote in Parliament to pass the Brexit deal.////We can get this done - but only if you #VoteConservative! https://t.co/PrcUZKXdoY;20-Nov-2019 (10:05:00.000000)
Our NHS will not be on the table for any trade negotiations. ////We’re protecting and strengthening our NHS with more investment and an Australian style, points-based immigration system. https://t.co/3m2Y6PVvg6;20-Nov-2019 (09:10:00.000000)
We can’t be afraid of being tough on crime and implementing policies which are proven to keep people safe. https://t.co/8Y9PERizWZ;20-Nov-2019 (08:35:00.000000)
✔️Recruiting 20,000 police officers //✔️Giving police the power to target known knife carriers //✔️Powers to arrest anyone caught with a knife immediately //✔️Tougher sentencing for the most serious crimes;20-Nov-2019 (07:33:00.000000)
We’re going to give police the powers they need to keep you and your family safe. https://t.co/2EE6uw9qMR;20-Nov-2019 (00:05:00.000000)
We will get Parliament working for you again. https://t.co/qVRIDcYDPc;19-Nov-2019 (21:32:40.000000)
When we get Brexit done by January 31st, we will go forward as a united and confident nation that has shown our faith in the judgement of our people. https://t.co/lCrJPaPCdx;19-Nov-2019 (21:17:23.000000)
Thank you to everyone who tuned in and watched the debate. We've got a long way to go to earn the votes of the British people and the privilege to govern. ////I will be working hard for our whole United Kingdom every single day. Boris https://t.co/pRziDNG2NZ;19-Nov-2019 (21:02:22.000000)
We’ve introduced a landmark Environment Bill to tackle environmental priorities and leave our planet in a better condition for future generations. #BackBoris #LeadersDebate https://t.co/oFx9ufGPHH;19-Nov-2019 (20:51:52.000000)
We can only invest in our great public services if we continue to support the entrepreneurs, businesses and hardworking people who get up each day to build our strong economy. #BackBoris #LeadersDebate https://t.co/LuFIsGhUWE;19-Nov-2019 (20:48:27.000000)
We will continue to fund our NHS. We can keep doing so because we have a strong and dynamic economy. #BackBoris #LeadersDebate https://t.co/MKNsxw8J9t;19-Nov-2019 (20:42:43.000000)
It's absolutely vital that we continue to invest more in our NHS. It represents the very best of our country. #BackBoris #LeadersDebate https://t.co/46RIusOfSo;19-Nov-2019 (20:39:13.000000)
Our NHS will never be for sale #BackBoris #LeadersDebate https://t.co/IoVF5d85d7;19-Nov-2019 (20:36:03.000000)
The only way to restore trust in our democracy is to get Brexit done. #BackBoris #LeadersDebate;19-Nov-2019 (20:25:55.000000)
A majority Conservative government will implement an Australian style, points-based immigration system. #BackBoris #LeadersDebate https://t.co/0z4AWPSF6Z;19-Nov-2019 (20:25:11.000000)
Our great new deal means we can take back control of our laws, borders and trade. It delivers a clean break from the EU. #BackBoris #LeadersDebate;19-Nov-2019 (20:23:33.000000)
Our new Brexit deal will boost opportunities for people in all four parts of our precious Union. I will always defend it. #BackBoris #LeadersDebate https://t.co/OJvR178CtC;19-Nov-2019 (20:20:35.000000)
Our NHS will never be for sale. #BackBoris #LeadersDebate;19-Nov-2019 (20:16:45.000000)
Next year could be a great year. We could #GetBrexitDone in January, build new hospitals, invest in our schools, recruit more police officers. #BackBoris #LeadersDebate;19-Nov-2019 (20:13:32.000000)
We have a great new deal that is supported by every Conservative candidate. Let's get Brexit done! 🇬🇧 #BackBoris #LeadersDebate https://t.co/6lhzhUwiNk;19-Nov-2019 (20:12:20.000000)
We have negotiated a great new deal that takes back control of our borders, our laws and our money. Only a majority Conservative government can now get Brexit done and move this country forward. #BackBoris #LeadersDebate https://t.co/kOSQIpL82W;19-Nov-2019 (20:09:28.000000)
